"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
39416.5,21659,18.3235,14.5226,77.2786,1.07244
38250.6,42533.8,2.12201,4.02652,169.682,1.07283
59413.5,24103.7,14.3376,1.32015,118.721,1.07757
58074.9,37417,36.2363,33.6028,152.81,1.07822
80539.9,36358.7,15.8387,19.5399,233.123,1.08062
61784.9,44513.3,53.5302,68.2704,168.032,1.08251
61209.9,26495.8,42.1387,20.7943,127.53,1.08288
58775.1,90098,72.6905,11.882,416.615,1.0857
97799,51378.6,22.2578,24.8876,214.276,1.08711
102925,64287.2,56.4817,34.131,333.962,1.0914
90312.9,48440.6,36.754,33.6028,213.421,1.11254
82536,37781,35.615,16.7012,191.087,1.11547
65017.1,43610,43.5885,49.0538,194.946,1.11721
56525.5,35320.7,39.757,9.43947,244.76,1.12259
39448.8,23696.3,6.72852,18.0215,127.025,1.12264
113212,59371.9,57.6209,40.5357,203.155,1.12498
87736.5,49321.1,52.1321,47.7331,259.206,1.12791
51299.5,35866.3,89.5883,15.5789,175.702,1.13081
38815.6,27241.7,10.3518,11.948,123.632,1.13166
44210.9,23818.2,26.503,23.4351,108.381,1.13793
84010.6,70129.8,46.6434,24.6895,342.556,1.13937
73987.1,42269.4,51.8732,13.6644,253.12,1.14003
38677.1,32353.1,40.2748,17.4934,144.826,1.14433
63909.6,38032.7,45.6079,26.208,233.691,1.14589
33873.4,61411.4,38.3073,21.1904,288.776,1.147
104086,80264.3,52.2874,50.4405,343.533,1.14738
83007.5,43758,28.4703,19.5399,163.153,1.14762
91902.7,54931.2,80.4852,32.2162,282.718,1.15156
34360.4,27793.2,28.4703,49.648,130.56,1.15306
62114.1,34119.8,41.4139,21.0584,194.446,1.15516
80568.7,38492.6,33.544,-4.03832,236.673,1.1564
81077.1,55030.8,14.1823,-0.683408,207.506,1.15644
98641.5,44986.7,21.2225,23.8313,231.347,1.15822
74971.4,66468.2,61.1025,35.3195,347.232,1.16263
36173.8,34737.7,20.3424,47.469,195.589,1.16491
107833,53093,70.7016,53.0158,317.51,1.16821
53937.8,25478.1,64.117,58.4307,231.56,1.17394
52617.4,27635.4,26.1923,31.3579,165.665,1.17767
81927.4,67831.9,72.2316,43.243,341.927,1.18139
101799,48340.1,57.6257,39.4132,208.433,1.18698
29487,38463.2,21.999,7.19504,174.413,1.19007
72905.7,32084.2,22.2061,12.8062,167.961,1.19689
