"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
66063.6,36558.5,6.26268,40.0075,223.315,1.09297
73961,76830.1,82.521,28.5849,297.783,1.09608
74520.5,53348.6,81.1469,59.2231,294.407,1.09759
78836.2,47974.1,25.4158,37.6965,209.502,1.09789
38064.8,21277.9,33.1816,28.5849,88.5252,1.10225
86564,48741.7,59.211,29.5752,217.266,1.10409
56843.7,40633.1,36.5987,59.3552,153.241,1.10412
80815.2,49629.9,42.9672,56.1194,265.569,1.10765
65348.2,33767.8,31.0589,19.2759,194.946,1.11281
40504.8,26330.1,36.9093,1.51818,130.344,1.11921
35867.7,21725.8,-5.35854,30.7637,125.87,1.12127
90421.6,61795.5,1188.52,70.5817,255.102,1.12179
77254.4,44228.9,18.1164,27.6606,239.015,1.12474
60462.4,34481.6,29.7128,24.9536,149.358,1.12497
85721.6,40137.5,31.6801,38.6209,227.652,1.1274
50621,38343.6,20.653,11.6839,185.367,1.13188
85618.3,59971.2,57.7245,72.2328,325.566,1.13198
116048,68829.8,32.7674,14.5226,288.354,1.13235
65498.5,36127.9,86.0814,31.622,131.786,1.13738
49547.5,30952.5,53.2713,15.5129,123.199,1.13866
64803.3,26944,82.928,16.5031,143.242,1.1422
85298.5,78423.4,19827.3,58.1665,341.159,1.14673
46280.1,38229.1,65.496,-2.6715,183.006,1.15373
67175.6,42065,21.6366,27.3965,207.292,1.15491
87222.6,37011,44.6758,39.8754,212.78,1.15771
86293.6,48272,42.7083,16.3711,229.358,1.16751
72267,34607.7,40.1194,-8.94643,170.184,1.17177
110355,65629.7,306.573,73.4215,324.376,1.17727
98614.1,45712.5,38.7215,21.5205,207.791,1.17988
45565.4,50552.2,489.148,81.9027,281.449,1.18234
54686.5,36197.1,36.8576,65.8929,143.098,1.18265
56470.2,29666,198.411,43.375,133.949,1.18691
87810.6,55322.4,35.9256,21.4545,248.02,1.18775
52670.5,69980.5,22.4649,11.816,263.731,1.18955
37584.1,23329,19.2553,2.77234,145.185,1.19062
76635.6,49754.8,3.7265,25.5478,235.679,1.19195
95920.3,57113.4,89.3343,18.9458,348.627,1.19367
39017.8,36649.7,78.4995,30.2355,189.729,1.19385
60859.2,36114.9,103.59,7.59112,171.761,1.2049
43354.7,33175.1,59.4667,32.3483,178.496,1.20707
109265,39441,45.8668,19.3419,257.366,1.20752
70559.5,25182.9,61.5625,28.5849,147.92,1.21147
32531.5,17858.2,49.9573,21.9827,124.138,1.21287
76945.2,47097.8,53.3748,56.6477,180.214,1.21744
65440.4,48986.2,48.5593,11.882,249.508,1.2191
68591.8,56099.6,-3.36127,15.7769,249.437,1.21988
84905.1,53300.1,36.1327,38.4228,283.282,1.22422
46344.3,42325.8,18.3753,30.9618,175.129,1.22507
100414,62702.8,47.3683,28.849,323.466,1.2272
71889.3,51126.7,53.4266,-0.186384,161.574,1.22726
40921.5,25187.8,32.1461,16.5031,157.193,1.2284
58429.1,41677.4,28.1079,26.208,168.391,1.22983
33423.5,35730.6,47.9897,12.2121,166.885,1.23079
44883,43001.1,165.437,39.4132,233.407,1.23491
42266.1,25154.7,19.7212,24.5575,92.3705,1.23961
72375.6,34930.6,51.8214,30.4996,229.358,1.24126
98985,82482.6,97.609,38.2247,397.265,1.24289
102762,75088.6,38.2037,35.4515,314.846,1.24662
51563.1,32020.8,12.0082,5.08269,142.738,1.2583
93781.8,82719.4,75.4431,9.83555,304.389,1.2621
52392.8,21551.9,54.1515,26.076,99.1127,1.2623
44681.9,38968.3,49.5949,47.2709,171.474,1.26486
117006,47308.9,66.9766,77.6019,306.496,1.26543
105260,60149.5,81.096,28.783,322.625,1.26846
78486.3,34022.2,19.2553,12.8722,171.904,1.26863
113259,67547.2,56.0675,30.7637,342.137,1.26959
36605,45004.4,47.2648,61.0061,301.438,1.27143
68508.4,35243.6,48.145,27.4625,214.133,1.2723
102311,40131.1,3578.19,37.8946,247.24,1.27428
56769.1,35511.6,14.2858,21.9167,190.801,1.27533
82924.4,50599.6,80.5361,20.3322,200.372,1.27833
31561.5,23757,29.1951,5.28072,137.841,1.28401
61879.6,53489.7,55.1872,64.1099,230.139,1.29156
78570.1,50140,31.5766,3.63046,232.839,1.29367
70712.4,37271.7,23.2415,20.1341,150.509,1.30929
