"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
80258.1,34218.8,42.087,26.9343,179.641,1.16682
61331.5,47452.4,59.1599,38.5549,264.721,1.16696
101771,55561.7,42.9672,18.3516,300.384,1.16948
62935.2,37680.8,25.8299,6.20487,212.495,1.17461
45981.1,32250.6,24.7945,0.0660073,143.818,1.17501
79739,41398.8,14.6999,35.2535,183.292,1.17761
77310.9,46214.4,37.7377,24.8876,230.637,1.1857
57730.7,50226,32.1979,31.3579,184.007,1.18607
57563.2,33972.7,58.2394,23.4351,166.239,1.18892
89711.7,51700.3,26.3476,17.1633,252.128,1.19249
36963.2,20586.8,29.8681,-16.9609,99.6199,1.1935
61909.4,32633.7,57.9837,22.6429,194.803,1.19454
79029.7,79052.4,45.9185,61.8646,307.83,1.19687
81479.9,40520,45.1936,17.6254,171.976,1.1984
83518.3,46245.2,28.6773,21.3225,233.265,1.19934
60628.1,73597.3,44.6758,32.8765,349.743,1.20139
75289.9,45785.7,12.8882,-2.79576,222.106,1.20185
70546.8,43041.8,26.2959,28.5849,239.228,1.20206
73837.4,48044.2,9.62713,21.6526,244.618,1.20237
43484.8,19927.9,-0.828138,19.0118,100.707,1.20366
86195.7,47162.1,65.547,-4.59747,219.758,1.20734
38394.6,19912.4,55.0318,16.041,279.969,1.20858
69100.9,67975.7,45.7114,1.25415,266.558,1.21085
40790.4,34367.1,28.8327,26.4721,140.218,1.213
77333.5,45925,35.8221,32.6784,237.099,1.21705
107360,64751.2,46.7988,73.6241,239.653,1.21881
76805.8,58407.8,34.7866,43.9693,305.302,1.22634
27908.7,59675.5,64.9853,11.3539,244.689,1.22668
88945.6,35808,28.0561,62.8552,239.015,1.23525
50549.2,21349.9,45.815,19.4739,112.794,1.2353
